top_performer, avg_parent, avg_total
642.373,642.373,-280314
642.373,642.373,-237621
642.373,642.373,-227442
642.373,642.373,-408037
642.373,642.373,-170240
642.373,642.373,-251340
642.373,642.373,-215363
642.373,642.373,-287692
642.373,642.373,-207578
642.373,642.373,-265301
642.373,642.373,-199090
642.373,642.373,-213513
642.373,642.373,-434629
642.373,642.373,-275280
642.373,642.373,-226090
642.373,642.373,-239489
642.373,642.373,-268608
642.373,642.373,-359963
642.373,642.373,-402771
642.373,642.373,-304048
642.373,642.373,-459925
642.373,642.373,-390110
642.373,642.373,-271480
642.373,642.373,-225646
642.373,642.373,-208328
642.373,642.373,-1.00902e+06
642.373,642.373,-208106
642.373,642.373,-193596
642.373,642.373,-365646
642.373,642.373,-290063
642.373,642.373,-215556
642.373,642.373,-384712
642.373,642.373,-444056
642.373,642.373,-457261
642.373,642.373,-172894
642.373,642.373,-245495
642.373,642.373,-205560
642.373,642.373,-209629
642.373,642.373,-297404
642.373,642.373,-244522
642.373,642.373,-463613
642.373,642.373,-291684
642.373,642.373,-169855
642.373,642.373,-432682
642.373,642.373,-309989
642.373,642.373,-218494
642.373,642.373,-184486
642.373,642.373,-282834
642.373,642.373,-180324
642.373,642.373,-239659
642.373,642.373,-659037
642.373,642.373,-517375
642.373,642.373,-208056
642.373,642.373,-299281
642.373,642.373,-189417
642.373,642.373,-303278
642.373,642.373,-302176
642.373,642.373,-174469
642.373,642.373,-366038
642.373,642.373,-166690
642.373,642.373,-298367
642.373,642.373,-342673
642.373,642.373,-204173
642.373,642.373,-264848
642.373,642.373,-228709
642.373,642.373,-198610
642.373,642.373,-270372
642.373,642.373,-784408
642.373,642.373,-206088
642.373,642.373,-210315
642.373,642.373,-481052
642.373,642.373,-464087
642.373,642.373,-236937
642.373,642.373,-387710
642.373,642.373,-199113
642.373,642.373,-358848
642.373,642.373,-419950
642.373,642.373,-368273
642.373,642.373,-274518
642.373,642.373,-338833
642.373,642.373,-313158
642.373,642.373,-410242
642.373,642.373,-336228
642.373,642.373,-438427
642.373,642.373,-212462
642.373,642.373,-487050
642.373,642.373,-250472
642.373,642.373,-283131
642.373,642.373,-450922
642.373,642.373,-542271
642.373,642.373,-262602
642.373,642.373,-246118
642.373,642.373,-206193
642.373,642.373,-286641
642.373,642.373,-274062
642.373,642.373,-416442
642.373,642.373,-1.19276e+06
642.373,642.373,-173605
642.373,642.373,-184254
642.373,642.373,-227164
642.373,642.373,-224190
642.373,642.373,-338494
642.373,642.373,-242563
642.373,642.373,-648526
642.373,642.373,-399655
642.373,642.373,-275055
642.373,642.373,-284192
642.373,642.373,-197822
642.373,642.373,-161647
642.373,642.373,-223622
642.373,642.373,-302599
642.373,642.373,-189469
642.373,642.373,-325729
642.373,642.373,-302061
642.373,642.373,-353535
642.373,642.373,-186630
642.373,642.373,-170601
642.373,642.373,-231546
642.373,642.373,-270004
642.373,642.373,-266008
642.373,642.373,-535005
642.373,642.373,-224302
642.373,642.373,-406271
642.373,642.373,-320258
642.373,642.373,-221194
642.373,642.373,-419240
642.373,642.373,-229404
642.373,642.373,-295823
642.373,642.373,-251621
642.373,642.373,-446311
642.373,642.373,-269322
642.373,642.373,-187920
642.373,642.373,-261041
642.373,642.373,-772269
642.373,642.373,-309892
642.373,642.373,-546662
642.373,642.373,-191884
642.373,642.373,-326381
642.373,642.373,-152384
642.373,642.373,-319646
642.373,642.373,-318076
642.373,642.373,-165184
642.373,642.373,-177823
642.373,642.373,-202796
642.373,642.373,-268806
642.373,642.373,-289239
642.373,642.373,-301256
642.373,642.373,-1.0781e+06
642.373,642.373,-245345
642.373,642.373,-466385
642.373,642.373,-214794
642.373,642.373,-266958
642.373,642.373,-231676
642.373,642.373,-306894
642.373,642.373,-101279
642.373,642.373,-4.19755e+06
642.373,642.373,-309979
670.683,649.451,-164939
670.683,658.726,-374458
672.27,670.999,-202896
672.405,672.074,-350630
673.25,672.805,-215898
673.319,673.255,-379151
673.344,673.292,-189014
673.344,673.335,-290228
673.344,673.342,-272895
673.344,673.343,-309463
673.344,673.343,-164721
673.344,673.344,-224547
673.344,673.344,-287951
673.344,673.344,-368381
673.344,673.344,-419807
673.344,673.344,-590765
673.344,673.344,-200040
673.344,673.344,-348929
673.344,673.344,-310801
673.344,673.344,-243197
673.344,673.344,-198553
673.344,673.344,-357000
673.344,673.344,-254744
673.344,673.344,-190931
673.344,673.344,-236964
673.344,673.344,-274599
673.344,673.344,-349824
673.344,673.344,-228635
673.344,673.344,-231404
673.344,673.344,-514305
673.344,673.344,-474808
673.344,673.344,-144912
673.344,673.344,-138439
673.344,673.344,-259544
673.344,673.344,-245820
673.344,673.344,-265738
673.344,673.344,-231693
673.344,673.344,-206556
673.344,673.344,-349553
673.344,673.344,-212425
673.344,673.344,-187494
673.344,673.344,-217756
673.344,673.344,-750125
673.344,673.344,-247198
673.344,673.344,-210689
673.344,673.344,-291506
673.344,673.344,-333005
673.344,673.344,-239953
673.344,673.344,-170963
673.344,673.344,-318295
673.344,673.344,-215878
673.344,673.344,-359799
673.344,673.344,-470880
673.344,673.344,-616793
673.344,673.344,-497063
673.344,673.344,-368514
673.344,673.344,-319604
673.344,673.344,-212438
673.344,673.344,-218488
673.344,673.344,-336760
673.344,673.344,-261922
673.344,673.344,-246550
673.344,673.344,-299653
673.344,673.344,-2.83058e+06
673.344,673.344,-221910
673.344,673.344,-273019
673.344,673.344,-414181
673.344,673.344,-458650
673.344,673.344,-298809
673.344,673.344,-280782
673.344,673.344,-261862
673.344,673.344,-287917
673.344,673.344,-1.57133e+06
673.344,673.344,-328162
673.344,673.344,-210025
673.344,673.344,-192217
673.344,673.344,-377841
673.344,673.344,-355987
673.344,673.344,-188239
673.344,673.344,-422727
673.344,673.344,-284631
673.344,673.344,-376320
673.344,673.344,-550566
673.344,673.344,-279243
673.344,673.344,-290009
673.344,673.344,-220402
673.344,673.344,-285747
673.344,673.344,-571264
673.344,673.344,-347375
673.344,673.344,-387651
673.344,673.344,-310989
673.344,673.344,-215340
673.344,673.344,-1.21905e+06
673.344,673.344,-331941
673.344,673.344,-472051
673.344,673.344,-241171
673.344,673.344,-610100
673.344,673.344,-324406
673.344,673.344,-685886
673.344,673.344,-449796
673.344,673.344,-276433
673.344,673.344,-247733
673.344,673.344,-317156
673.344,673.344,-325609
673.344,673.344,-220412
673.344,673.344,-243162
673.344,673.344,-291813
673.344,673.344,-218912
673.344,673.344,-236766
673.344,673.344,-251522
673.344,673.344,-300430
673.344,673.344,-295331
673.344,673.344,-226960
673.344,673.344,-356336
673.344,673.344,-272242
673.344,673.344,-236915
673.344,673.344,-323015
673.344,673.344,-483149
673.344,673.344,-260104
673.344,673.344,-467559
673.344,673.344,-263955
673.344,673.344,-477249
673.344,673.344,-370579
673.344,673.344,-979729
673.344,673.344,-171078
673.344,673.344,-194145
673.344,673.344,-423603
673.344,673.344,-262365
673.344,673.344,-302326
673.344,673.344,-321581
673.344,673.344,-389042
673.344,673.344,-234155
673.344,673.344,-1.37688e+07
673.344,673.344,-163958
673.344,673.344,-777927
673.344,673.344,-188452
673.344,673.344,-248875
673.344,673.344,-292652
673.344,673.344,-344951
673.344,673.344,-269828
673.344,673.344,-201608
673.344,673.344,-552360
673.344,673.344,-230640
673.344,673.344,-237234
673.344,673.344,-209189
673.344,673.344,-296529
673.344,673.344,-298142
673.344,673.344,-303306
673.344,673.344,-1.5045e+06
673.344,673.344,-213811
673.344,673.344,-351670
673.344,673.344,-248457
673.344,673.344,-218051
673.344,673.344,-290353
673.344,673.344,-275838
673.344,673.344,-199903
673.344,673.344,-498611
673.344,673.344,-175558
673.344,673.344,-480978
673.344,673.344,-251804
673.344,673.344,-254382
673.344,673.344,-319031
673.344,673.344,-184536
673.344,673.344,-395227
673.344,673.344,-367210
673.344,673.344,-167132
673.344,673.344,-311096
673.344,673.344,-222962
673.344,673.344,-390955
673.344,673.344,-395291
673.344,673.344,-1.11825e+06
673.344,673.344,-511108
673.344,673.344,-353415
673.344,673.344,-268491
673.344,673.344,-330657
673.344,673.344,-234612
673.344,673.344,-309756
673.344,673.344,-381207
673.344,673.344,-202595
673.344,673.344,-396680
673.344,673.344,-505388
673.344,673.344,-257551
673.344,673.344,-214127
673.344,673.344,-205670
673.344,673.344,-257316
673.344,673.344,-165552
673.344,673.344,-221203
673.344,673.344,-210285
673.344,673.344,-315590
673.344,673.344,-182691
673.344,673.344,-400892
673.344,673.344,-240244
673.344,673.344,-224544
673.344,673.344,-387787
673.344,673.344,-213501
673.344,673.344,-211163
673.344,673.344,-207437
673.344,673.344,-215130
673.344,673.344,-296547
673.344,673.344,-457521
673.344,673.344,-234106
673.344,673.344,-449344
673.344,673.344,-207622
673.344,673.344,-186057
673.344,673.344,-273116
673.344,673.344,-197078
673.344,673.344,-484613
673.344,673.344,-198023
673.344,673.344,-327656
673.344,673.344,-264631
673.344,673.344,-387900
673.344,673.344,-224582
673.344,673.344,-325459
673.344,673.344,-222361
673.344,673.344,-214003
673.344,673.344,-168597
673.344,673.344,-259204
673.344,673.344,-302446
673.344,673.344,-348894
673.344,673.344,-395401
673.344,673.344,-157904
673.344,673.344,-214641
673.344,673.344,-369694
673.344,673.344,-293904
673.344,673.344,-460234
673.344,673.344,-206273
673.344,673.344,-148299
673.344,673.344,-272180
673.344,673.344,-235747
673.344,673.344,-300555
673.344,673.344,-181915
673.344,673.344,-204810
673.344,673.344,-359702
673.344,673.344,-415531
673.344,673.344,-768351
673.344,673.344,-281115
673.344,673.344,-706184
673.344,673.344,-160034
673.344,673.344,-591018
673.344,673.344,-132039
673.344,673.344,-206113
673.344,673.344,-344992
673.344,673.344,-212170
673.344,673.344,-311926
673.344,673.344,-280321
673.344,673.344,-237619
673.344,673.344,-339893
673.344,673.344,-248201
673.344,673.344,-292046
673.344,673.344,-454253
673.344,673.344,-269082
673.344,673.344,-249133
673.344,673.344,-370017
673.344,673.344,-313259
673.344,673.344,-2.65993e+06
673.344,673.344,-765410
673.344,673.344,-264365
673.344,673.344,-318107
673.344,673.344,-220185
673.344,673.344,-156957
673.344,673.344,-668295
673.344,673.344,-323064
673.344,673.344,-186248
673.344,673.344,-192584
673.344,673.344,-520991
673.344,673.344,-201937
673.344,673.344,-205046
673.344,673.344,-201583
673.344,673.344,-318491
673.344,673.344,-399537
673.344,673.344,-577554
673.344,673.344,-268664
673.344,673.344,-147412
673.344,673.344,-254747
673.344,673.344,-1.0142e+06
673.344,673.344,-264598
673.344,673.344,-190451
673.344,673.344,-185318
673.344,673.344,-177640
673.344,673.344,-257506
673.344,673.344,-285747
673.344,673.344,-243734
673.344,673.344,-205902
673.344,673.344,-6.54918e+06
673.344,673.344,-180748
673.344,673.344,-237204
673.344,673.344,-307235
673.344,673.344,-1.04225e+06
673.344,673.344,-265250
673.344,673.344,-217351
673.344,673.344,-221769
673.344,673.344,-427220
673.344,673.344,-371380
673.344,673.344,-228025
673.344,673.344,-251927
673.344,673.344,-235323
673.344,673.344,-391622
673.344,673.344,-258125
673.344,673.344,-243653
673.344,673.344,-315360
673.344,673.344,-282564
673.344,673.344,-203008
673.344,673.344,-377656
673.344,673.344,-290901
673.344,673.344,-321516
673.344,673.344,-210895
673.344,673.344,-205602
673.344,673.344,-285771
673.344,673.344,-228669
673.344,673.344,-260175
673.344,673.344,-611314
673.344,673.344,-368436
673.344,673.344,-305729
673.344,673.344,-186461
673.344,673.344,-332723
673.344,673.344,-256178
673.344,673.344,-462598
673.344,673.344,-269408
673.344,673.344,-197806
673.344,673.344,-329660
673.344,673.344,-204834
673.344,673.344,-222282
673.344,673.344,-208507
673.344,673.344,-204944
673.344,673.344,-514200
673.344,673.344,-213278
673.344,673.344,-468742
673.344,673.344,-391509
673.344,673.344,-270174
673.344,673.344,-211630
673.344,673.344,-292394
673.344,673.344,-305329
673.344,673.344,-241682
673.344,673.344,-173197
673.344,673.344,-141408
673.344,673.344,-212221
673.344,673.344,-355515
673.344,673.344,-423420
673.344,673.344,-328776
673.344,673.344,-271725
673.344,673.344,-377537
673.344,673.344,-321815
673.344,673.344,-275201
673.344,673.344,-416238
673.344,673.344,-266276
673.344,673.344,-157743
673.344,673.344,-211734
673.344,673.344,-205985
673.344,673.344,-312203
673.344,673.344,-287606
673.344,673.344,-382372
673.344,673.344,-162865
673.344,673.344,-182420
673.344,673.344,-457095
673.344,673.344,-164652
673.344,673.344,-479251
673.344,673.344,-297578
673.344,673.344,-283669
673.344,673.344,-268767
673.344,673.344,-315828
673.344,673.344,-522708
673.344,673.344,-188628
673.344,673.344,-144468
673.344,673.344,-173503
673.344,673.344,-326824
673.344,673.344,-394415
673.344,673.344,-311634
673.344,673.344,-204383
673.344,673.344,-286663
673.344,673.344,-1.10823e+06
673.344,673.344,-147106
673.344,673.344,-326235
673.344,673.344,-338111
673.344,673.344,-301367
673.344,673.344,-256083
673.344,673.344,-282513
673.344,673.344,-317855
673.344,673.344,-301058
673.344,673.344,-374357
673.344,673.344,-172398
673.344,673.344,-432393
673.344,673.344,-247871
673.344,673.344,-211790
673.344,673.344,-133183
673.344,673.344,-170943
673.344,673.344,-183967
673.344,673.344,-515703
673.344,673.344,-1.40949e+06
673.344,673.344,-308718
673.344,673.344,-675028
673.344,673.344,-180488
673.344,673.344,-274412
673.344,673.344,-210697
673.344,673.344,-217168
673.344,673.344,-401467
673.344,673.344,-173616
673.344,673.344,-258442
673.344,673.344,-175231
673.344,673.344,-258095
673.344,673.344,-399634
673.344,673.344,-425608
673.344,673.344,-213788
673.344,673.344,-354881
673.344,673.344,-239849
673.344,673.344,-240739
673.344,673.344,-180131
673.344,673.344,-244265
673.344,673.344,-258139
673.344,673.344,-493152
673.344,673.344,-745835
673.344,673.344,-280813
673.344,673.344,-243401
673.344,673.344,-387362
673.344,673.344,-329547
673.344,673.344,-274130
673.344,673.344,-299657
673.344,673.344,-352795
673.344,673.344,-269824
673.344,673.344,-238230
673.344,673.344,-361161
673.344,673.344,-498077
673.344,673.344,-374875
673.344,673.344,-345937
673.344,673.344,-456700
673.344,673.344,-195919
673.344,673.344,-206870
673.344,673.344,-179367
673.344,673.344,-248448
673.344,673.344,-218228
673.344,673.344,-247412
673.344,673.344,-461774
673.344,673.344,-218535
673.344,673.344,-227758
673.344,673.344,-171808
673.344,673.344,-237719
673.344,673.344,-327450
673.344,673.344,-151551
673.344,673.344,-248833
673.344,673.344,-232788
673.344,673.344,-256601
673.344,673.344,-176521
673.344,673.344,-247081
673.344,673.344,-234345
673.344,673.344,-278482
673.344,673.344,-247022
673.344,673.344,-1.01733e+06
673.344,673.344,-299723
673.344,673.344,-437950
673.344,673.344,-395117
673.344,673.344,-206987
673.344,673.344,-199995
673.344,673.344,-445709
673.344,673.344,-354487
673.344,673.344,-532511
673.344,673.344,-286276
673.344,673.344,-285908
673.344,673.344,-251569
673.344,673.344,-226268
673.344,673.344,-247742
673.344,673.344,-258594
673.344,673.344,-293707
673.344,673.344,-222152
673.344,673.344,-329111
673.344,673.344,-262885
673.344,673.344,-157768
673.344,673.344,-295321
673.344,673.344,-249886
673.344,673.344,-219886
673.344,673.344,-210043
673.344,673.344,-360225
673.344,673.344,-1.91483e+06
673.344,673.344,-304449
673.344,673.344,-205289
673.344,673.344,-2.26418e+06
673.344,673.344,-316273
673.344,673.344,-359996
673.344,673.344,-304450
673.344,673.344,-267976
673.344,673.344,-391100
673.344,673.344,-284201
673.344,673.344,-296417
673.344,673.344,-298065
673.344,673.344,-214168
673.344,673.344,-406874
673.344,673.344,-220716
673.344,673.344,-256405
673.344,673.344,-247315
673.344,673.344,-253392
673.344,673.344,-382666
673.344,673.344,-221342
673.344,673.344,-212866
673.344,673.344,-231453
673.344,673.344,-231369
673.344,673.344,-290158
673.344,673.344,-229182
673.344,673.344,-235616
673.344,673.344,-390604
673.344,673.344,-169738
673.344,673.344,-272871
673.344,673.344,-148923
673.344,673.344,-229783
673.344,673.344,-269064
673.344,673.344,-171614
673.344,673.344,-410885
673.344,673.344,-440978
673.344,673.344,-526381
673.344,673.344,-196615
673.344,673.344,-210927
673.344,673.344,-511035
673.344,673.344,-147453
673.344,673.344,-260193
673.344,673.344,-417392
673.344,673.344,-585351
673.344,673.344,-519292
673.344,673.344,-240835
673.344,673.344,-1.08312e+06
673.344,673.344,-152710
673.344,673.344,-212825
673.344,673.344,-285612
673.344,673.344,-231088
673.344,673.344,-304593
673.344,673.344,-355709
673.344,673.344,-186258
673.344,673.344,-446474
673.344,673.344,-344618
673.344,673.344,-361558
673.344,673.344,-350684
673.344,673.344,-252646
673.344,673.344,-523010
673.344,673.344,-676566
673.344,673.344,-184171
673.344,673.344,-1.07301e+07
673.344,673.344,-218494
673.344,673.344,-312720
673.344,673.344,-207856
673.344,673.344,-233922
673.344,673.344,-220609
673.344,673.344,-426777
673.344,673.344,-503152
673.344,673.344,-230167
673.344,673.344,-259367
673.344,673.344,-254430
673.344,673.344,-315148
673.344,673.344,-267746
673.344,673.344,-363129
673.344,673.344,-208029
673.344,673.344,-194863
673.344,673.344,-284624
673.344,673.344,-820919
673.344,673.344,-233781
673.344,673.344,-244744
673.344,673.344,-404076
673.344,673.344,-375801
673.344,673.344,-434045
673.344,673.344,-422365
673.344,673.344,-283744
673.344,673.344,-483791
673.344,673.344,-318118
673.344,673.344,-163450
673.344,673.344,-371150
673.344,673.344,-246976
673.344,673.344,-730044
673.344,673.344,-232863
673.344,673.344,-214474
673.344,673.344,-291825
673.344,673.344,-207859
673.344,673.344,-342545
673.344,673.344,-238412
673.344,673.344,-291046
673.344,673.344,-185315
673.344,673.344,-453918
673.344,673.344,-261620
673.344,673.344,-253097
673.344,673.344,-343428
673.344,673.344,-243081
673.344,673.344,-287764
673.344,673.344,-384368
673.344,673.344,-217209
673.344,673.344,-171517
673.344,673.344,-288518
673.344,673.344,-342800
673.344,673.344,-563651
673.344,673.344,-225109
673.344,673.344,-544429
673.344,673.344,-510186
673.344,673.344,-371966
673.344,673.344,-204199
673.344,673.344,-314917
673.344,673.344,-325647
673.344,673.344,-455109
673.344,673.344,-577860
673.344,673.344,-133847
673.344,673.344,-229638
673.344,673.344,-165770
673.344,673.344,-270006
673.344,673.344,-240409
673.344,673.344,-230198
673.344,673.344,-308379
673.344,673.344,-219036
673.344,673.344,-365734
673.344,673.344,-189141
673.344,673.344,-233088
673.344,673.344,-191066
673.344,673.344,-156957
673.344,673.344,-284105
673.344,673.344,-544108
673.344,673.344,-329379
673.344,673.344,-292433
673.344,673.344,-249257
673.344,673.344,-343618
673.344,673.344,-299366
673.344,673.344,-400981
673.344,673.344,-316937
673.344,673.344,-201644
673.344,673.344,-217542
673.344,673.344,-189289
673.344,673.344,-223853
673.344,673.344,-186700
673.344,673.344,-259201
673.344,673.344,-307371
673.344,673.344,-212427
673.344,673.344,-199301
673.344,673.344,-284113
673.344,673.344,-243014
673.344,673.344,-189876
673.344,673.344,-326219
673.344,673.344,-199119
673.344,673.344,-189497
673.344,673.344,-240150
673.344,673.344,-238841
673.344,673.344,-223403
673.344,673.344,-478347
673.344,673.344,-356569
673.344,673.344,-337372
673.344,673.344,-300956
673.344,673.344,-242298
673.344,673.344,-295781
673.344,673.344,-327929
673.344,673.344,-241560
673.344,673.344,-397290
673.344,673.344,-370311
673.344,673.344,-150983
673.344,673.344,-443791
673.344,673.344,-338799
673.344,673.344,-347746
673.344,673.344,-194812
673.344,673.344,-361512
673.344,673.344,-241510
673.344,673.344,-206151
673.344,673.344,-367289
673.344,673.344,-246717
673.344,673.344,-403163
673.344,673.344,-251684
673.344,673.344,-473106
673.344,673.344,-215925
673.344,673.344,-190177
673.344,673.344,-234116
673.344,673.344,-389841
673.344,673.344,-201163
673.344,673.344,-198508
673.344,673.344,-229475
673.344,673.344,-232110
673.344,673.344,-971816
673.344,673.344,-406678
673.344,673.344,-161136
673.344,673.344,-187031
673.344,673.344,-355343
673.344,673.344,-256259
673.344,673.344,-237885
673.344,673.344,-227743
673.344,673.344,-604639
673.344,673.344,-183820
673.344,673.344,-387105
673.344,673.344,-422657
673.344,673.344,-361909
673.344,673.344,-163385
673.344,673.344,-253640
673.344,673.344,-214980
673.344,673.344,-321854
673.344,673.344,-465847
673.344,673.344,-232727
673.344,673.344,-238374
673.344,673.344,-267612
673.344,673.344,-472221
673.344,673.344,-242646
673.344,673.344,-226526
673.344,673.344,-286750
673.344,673.344,-208853
673.344,673.344,-339413
673.344,673.344,-249384
673.344,673.344,-393871
673.344,673.344,-173930
673.344,673.344,-474821
673.344,673.344,-242665
673.344,673.344,-254350
673.344,673.344,-648037
673.344,673.344,-295895
673.344,673.344,-253268
673.344,673.344,-280810
673.344,673.344,-269012
673.344,673.344,-277733
673.344,673.344,-273214
673.344,673.344,-196847
673.344,673.344,-220073
673.344,673.344,-235249
673.344,673.344,-221239
673.344,673.344,-173016
673.344,673.344,-229431
673.344,673.344,-203260
673.344,673.344,-467566
673.344,673.344,-233045
673.344,673.344,-197140
673.344,673.344,-289390
673.344,673.344,-217724
673.344,673.344,-186851
673.344,673.344,-347373
673.344,673.344,-1.45297e+06
673.344,673.344,-376898
673.344,673.344,-487936
673.344,673.344,-258371
673.344,673.344,-347759
673.344,673.344,-367347
673.344,673.344,-202623
673.344,673.344,-354983
673.344,673.344,-258428
673.344,673.344,-219373
673.344,673.344,-275497
673.344,673.344,-229691
673.344,673.344,-276569
673.344,673.344,-342694
673.344,673.344,-265407
673.344,673.344,-481722
673.344,673.344,-230870
673.344,673.344,-213645
673.344,673.344,-383726
673.344,673.344,-321634
673.344,673.344,-196068
673.344,673.344,-291414
673.344,673.344,-235455
673.344,673.344,-532353
673.344,673.344,-214550
673.344,673.344,-242817
673.344,673.344,-322733
673.344,673.344,-287079
673.344,673.344,-315275
673.344,673.344,-221395
673.344,673.344,-207287
673.344,673.344,-231535
